City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
230,Tucurui,BR,2020-04-19 19:55:57,-3.77,-49.67,79.88,81,76,1.16,light rain,1.01,0.0
231,Owando,CG,2020-04-19 20:00:34,-0.48,15.9,72.63,78,92,1.68,overcast clouds,0.0,0.0
232,Duku,NG,2020-04-19 20:00:34,11.24,4.91,94.1,25,34,1.45,scattered clouds,0.0,0.0
233,Szihalom,HU,2020-04-19 20:00:34,47.77,20.48,47.16,52,38,14.67,scattered clouds,0.0,0.0
234,Qaanaaq,GL,2020-04-19 19:56:13,77.48,-69.36,19.11,86,99,8.32,overcast clouds,0.0,0.0
235,Victoria,HK,2020-04-19 20:00:00,22.29,114.16,75.99,88,94,4.0,overcast clouds,0.0,0.0
236,Sibolga,ID,2020-04-19 20:00:35,1.74,98.78,76.73,79,100,3.06,overcast clouds,0.0,0.0
237,Ribeira Brava,PT,2020-04-19 20:00:35,32.65,-17.07,61.0,81,28,10.78,scattered clouds,0.0,0.0
238,Cidreira,BR,2020-04-19 20:00:36,-30.18,-50.21,68.86,79,0,13.82,clear sky,0.0,0.0
239,Vestmannaeyjar,IS,2020-04-19 20:00:36,63.44,-20.27,44.6,100,90,27.51,moderate rain,0.0,0.0
240,Ribeira Grande,PT,2020-04-19 20:00:36,38.52,-28.7,59.0,51,20,18.34,few clouds,0.0,0.0
241,Kavaratti,IN,2020-04-19 20:00:36,10.57,72.64,85.24,68,13,3.38,few clouds,0.0,0.0
242,Barrow,US,2020-04-19 19:56:51,71.29,-156.79,10.4,85,90,4.7,light snow,0.0,0.0
243,Teknaf,BD,2020-04-19 20:00:36,20.86,92.31,76.86,87,60,2.21,broken clouds,0.0,0.0
244,Portland,US,2020-04-19 19:59:08,45.52,-122.68,60.01,54,75,5.82,broken clouds,0.0,0.0
245,Hilton Head Island,US,2020-04-19 19:56:33,32.22,-80.75,62.01,93,90,14.99,light intensity drizzle,0.0,0.0
246,Sungurlu,TR,2020-04-19 20:00:37,40.17,34.37,57.09,29,93,3.74,overcast clouds,0.0,0.0
247,Bowen,AU,2020-04-19 20:00:37,-20.02,148.23,75.0,94,40,5.82,scattered clouds,0.0,0.0
248,Labuhan,ID,2020-04-19 20:00:37,-6.88,112.21,79.0,80,91,1.77,overcast clouds,0.0,0.0
249,Sabang,ID,2020-04-19 20:00:37,5.89,95.32,83.03,74,31,6.96,scattered clouds,0.0,0.0
250,Puerto Ayora,EC,2020-04-19 20:00:37,-0.74,-90.35,86.0,70,40,13.87,shower rain,0.0,0.0
251,Carballo,ES,2020-04-19 20:00:37,43.21,-8.69,57.0,82,20,1.99,few clouds,0.0,0.0
252,Bend,US,2020-04-19 19:56:00,44.06,-121.32,59.0,30,1,3.36,clear sky,0.0,0.0
253,Ulaanbaatar,MN,2020-04-19 19:58:30,47.91,106.88,8.6,65,36,2.24,scattered clouds,0.0,0.0
254,Fortuna,US,2020-04-19 20:00:38,40.6,-124.16,60.01,62,20,6.93,few clouds,0.0,0.0
255,Pevek,RU,2020-04-19 20:00:39,69.7,170.31,6.69,94,100,5.68,light snow,0.0,0.17
256,Husavik,IS,2020-04-19 20:00:39,66.04,-17.34,46.4,70,63,24.16,broken clouds,0.0,0.0
257,Kungurtug,RU,2020-04-19 20:00:39,50.6,97.52,29.05,53,0,0.45,clear sky,0.0,0.0
258,Bethel,US,2020-04-19 20:00:39,41.37,-73.41,61.0,33,1,16.11,clear sky,0.0,0.0
259,Kysyl-Syr,RU,2020-04-19 20:00:39,63.9,122.76,4.78,92,65,4.88,broken clouds,0.0,0.0
260,Port Hawkesbury,CA,2020-04-19 20:00:39,45.62,-61.35,36.0,80,90,16.11,moderate rain,0.0,0.0
261,Colac,AU,2020-04-19 20:00:40,-38.33,143.58,50.0,98,86,1.01,overcast clouds,0.0,0.0
262,Salcedo,PH,2020-04-19 20:00:40,12.81,121.47,78.39,81,37,4.83,scattered clouds,0.0,0.0
263,Umm Kaddadah,SD,2020-04-19 20:00:40,13.6,26.69,78.12,14,68,11.79,broken clouds,0.0,0.0
264,Mujiayingzi,CN,2020-04-19 20:00:40,42.12,118.78,35.38,53,84,29.28,broken clouds,0.0,0.0
265,Slave Lake,CA,2020-04-19 19:59:47,55.28,-114.77,41.0,60,90,11.12,overcast clouds,0.0,0.0
266,Cap Malheureux,MU,2020-04-19 20:00:40,-19.98,57.61,77.0,78,40,10.29,scattered clouds,0.0,0.0
267,Puerto Narino,CO,2020-04-19 20:00:40,-3.77,-70.38,87.8,66,75,6.93,broken clouds,0.0,0.0
268,Saint-Francois,FR,2020-04-19 19:57:24,46.42,3.91,60.01,82,100,2.19,light rain,0.0,0.0
269,Pong,TH,2020-04-19 20:00:41,19.15,100.28,80.96,44,31,2.24,scattered clouds,0.0,0.0
270,Namatanai,PG,2020-04-19 20:00:41,-3.67,152.43,82.09,77,76,5.86,broken clouds,0.0,0.0
271,Torit,SS,2020-04-19 20:00:41,4.41,32.57,72.81,65,100,3.04,overcast clouds,0.0,0.0
272,Butaritari,KI,2020-04-19 20:00:43,3.07,172.79,83.1,76,28,10.04,light rain,0.37,0.0
273,Fairbanks,US,2020-04-19 20:00:43,64.84,-147.72,45.0,100,90,2.73,light rain,0.0,0.0
274,Half Moon Bay,US,2020-04-19 20:00:43,37.46,-122.43,64.0,71,90,8.05,overcast clouds,0.0,0.0
275,Codrington,AU,2020-04-19 20:00:43,-38.27,141.97,59.27,83,55,22.26,light rain,0.24,0.0
276,Eureka,US,2020-04-19 20:00:23,40.8,-124.16,59.0,68,8,7.0,clear sky,0.0,0.0
277,Broome,US,2020-04-19 19:57:28,42.25,-75.83,57.99,43,1,16.11,clear sky,0.0,0.0
278,San Quintin,MX,2020-04-19 19:56:31,30.48,-115.95,64.04,63,100,18.3,overcast clouds,0.0,0.0
279,Kawalu,ID,2020-04-19 20:00:45,-7.38,108.21,73.47,80,80,1.45,light rain,0.46,0.0
280,Gobabis,NA,2020-04-19 20:00:46,-22.45,18.97,69.8,64,2,3.36,clear sky,0.0,0.0
281,Ixtapa,MX,2020-04-19 20:00:04,20.7,-105.2,79.0,73,5,13.87,clear sky,0.0,0.0
282,Rio Grande,BR,2020-04-19 19:56:22,-32.03,-52.1,78.8,57,20,12.75,few clouds,0.0,0.0
283,Vanimo,PG,2020-04-19 20:00:46,-2.67,141.3,80.87,81,78,2.37,light rain,1.19,0.0
284,Chaibasa,IN,2020-04-19 20:00:46,22.57,85.82,79.38,47,75,7.58,broken clouds,0.0,0.0
285,Colchester,GB,2020-04-19 20:00:25,51.89,0.9,48.0,77,0,10.0,clear sky,0.0,0.0
286,Zhuhai,CN,2020-04-19 20:00:47,22.28,113.57,77.0,88,40,6.93,scattered clouds,0.0,0.0
287,Kencong,ID,2020-04-19 20:00:47,-8.28,113.37,79.43,72,100,2.71,overcast clouds,0.0,0.0
288,Levanger,NO,2020-04-19 19:56:37,63.75,11.3,46.4,70,40,11.41,scattered clouds,0.0,0.0
289,Celestun,MX,2020-04-19 20:00:47,20.87,-90.4,90.34,49,46,9.73,scattered clouds,0.0,0.0
290,Kudahuvadhoo,MV,2020-04-19 20:00:47,2.67,72.89,84.63,74,43,10.22,scattered clouds,0.0,0.0
291,Batagay-Alyta,RU,2020-04-19 20:00:47,67.8,130.41,15.49,86,97,2.53,overcast clouds,0.0,0.0
292,San Cristobal,VE,2020-04-19 20:00:47,7.77,-72.22,91.4,46,40,9.17,smoke,0.0,0.0
293,Sydney,AU,2020-04-19 19:56:17,-33.87,151.21,59.0,87,100,9.17,overcast clouds,0.0,0.0
294,Moreira,PT,2020-04-19 20:00:48,41.06,-8.39,55.99,78,25,1.01,scattered clouds,0.0,0.0
295,Temerloh,MY,2020-04-19 20:00:48,3.45,102.42,74.5,95,13,0.63,few clouds,0.0,0.0
296,Severo-Kurilsk,RU,2020-04-19 20:00:48,50.68,156.12,29.1,90,76,12.01,broken clouds,0.0,0.0
297,Sao Filipe,CV,2020-04-19 20:00:48,14.9,-24.5,72.19,75,1,17.92,clear sky,0.0,0.0
298,Xingyi,CN,2020-04-19 20:00:48,24.19,102.82,58.1,36,0,4.36,clear sky,0.0,0.0
299,Pathein,MM,2020-04-19 20:00:49,16.78,94.73,76.95,86,14,8.75,few clouds,0.0,0.0
300,Clyde River,CA,2020-04-19 20:00:49,70.47,-68.59,6.8,65,1,16.11,light snow,0.0,0.0
301,Douentza,ML,2020-04-19 20:00:49,15.0,-2.95,82.18,52,95,4.99,overcast clouds,0.0,0.0
302,Orlik,RU,2020-04-19 20:00:49,52.52,99.83,22.23,66,17,3.44,few clouds,0.0,0.0
303,Margate,GB,2020-04-19 20:00:49,51.38,1.39,50.0,86,0,21.72,clear sky,0.0,0.0
304,Petropavlovsk-Kamchatskiy,RU,2020-04-19 19:56:12,53.05,158.65,24.8,38,32,11.18,scattered clouds,0.0,0.0
305,Rovaniemi,FI,2020-04-19 20:00:46,66.5,25.72,39.2,80,90,4.7,overcast clouds,0.0,0.0
306,Gilgit,PK,2020-04-19 19:59:53,35.92,74.31,51.42,24,100,1.7,overcast clouds,0.0,0.0
307,Ayios Vasilios,GR,2020-04-19 20:00:50,37.8,22.8,60.01,61,89,1.01,overcast clouds,0.0,0.0
308,Aasiaat,GL,2020-04-19 20:00:50,68.71,-52.87,27.25,95,96,23.91,light snow,0.0,0.72
309,Churapcha,RU,2020-04-19 20:00:50,62.0,132.43,3.25,88,0,4.52,clear sky,0.0,0.0
310,Saint-Philippe,RE,2020-04-19 20:00:51,-21.36,55.77,77.0,73,20,16.11,few clouds,0.0,0.0
311,Saint-Joseph,RE,2020-04-19 20:00:51,-21.37,55.62,77.0,73,20,16.11,few clouds,0.0,0.0
312,Bilma,NE,2020-04-19 20:00:51,18.69,12.92,86.0,12,78,4.54,broken clouds,0.0,0.0
313,Lazaro Cardenas,MX,2020-04-19 19:59:51,17.96,-102.2,84.36,59,24,9.04,few clouds,0.0,0.0
314,Port-Gentil,GA,2020-04-19 20:00:51,-0.72,8.78,84.2,83,20,5.82,few clouds,0.0,0.0
315,Waipawa,NZ,2020-04-19 20:00:52,-41.41,175.52,55.99,71,27,13.73,scattered clouds,0.0,0.0
316,Zinder,NE,2020-04-19 20:00:52,13.81,8.99,82.33,12,35,4.88,scattered clouds,0.0,0.0
317,Porto Santo,PT,2020-04-19 20:00:52,33.07,-16.34,64.4,72,40,6.93,scattered clouds,0.0,0.0
318,Tamale,GH,2020-04-19 20:00:53,9.4,-0.84,93.16,36,100,9.1,overcast clouds,0.0,0.0
319,Kisangani,CD,2020-04-19 19:57:48,0.52,25.2,71.96,79,100,0.49,overcast clouds,0.0,0.0
320,Melton,AU,2020-04-19 20:00:53,-37.68,144.58,57.0,70,100,11.01,overcast clouds,0.0,0.0
321,Tomislavgrad,BA,2020-04-19 20:00:53,43.72,17.23,52.5,62,100,1.23,overcast clouds,0.0,0.0
322,Obeliai,LT,2020-04-19 20:00:53,55.97,25.15,33.46,88,12,6.06,few clouds,0.0,0.0
323,Nadym,RU,2020-04-19 20:00:53,65.53,72.52,34.29,94,100,12.55,light rain,0.12,0.0
324,Mongu,ZM,2020-04-19 20:00:54,-15.25,23.13,66.83,60,16,2.77,few clouds,0.0,0.0
325,Khor,RU,2020-04-19 20:00:54,47.89,134.95,46.26,55,100,9.93,overcast clouds,0.0,0.0
326,Keflavik,IS,2020-04-19 20:00:54,64.0,-22.56,46.4,100,90,28.86,light intensity drizzle,0.0,0.0
327,Mount Gambier,AU,2020-04-19 20:00:54,-37.83,140.77,60.8,87,90,33.33,light rain,0.0,0.0
328,Upata,VE,2020-04-19 20:00:54,8.01,-62.4,82.92,51,82,3.89,light rain,0.31,0.0
329,Tieling,CN,2020-04-19 20:00:54,42.29,123.84,48.63,80,100,17.36,light rain,2.5,0.0
330,Ajaccio,FR,2020-04-19 19:58:37,42.0,8.92,60.8,93,75,2.24,light rain,0.0,0.0
331,Novikovo,RU,2020-04-19 20:00:55,51.15,37.89,39.9,68,44,0.49,scattered clouds,0.0,0.0
332,Kirakira,SB,2020-04-19 20:00:55,-10.45,161.92,80.83,78,96,1.21,light rain,0.71,0.0
333,Muros,ES,2020-04-19 20:00:55,42.78,-9.06,60.01,77,54,1.99,broken clouds,0.0,0.0
334,Mecca,SA,2020-04-19 20:00:55,21.43,39.83,75.7,70,100,0.29,overcast clouds,0.0,0.0
335,Havre-Saint-Pierre,CA,2020-04-19 20:00:55,50.23,-63.6,33.8,50,1,13.87,clear sky,0.0,0.0
336,Vardo,NO,2020-04-19 20:00:57,70.37,31.11,35.6,100,75,9.17,light intensity drizzle,0.0,0.0
337,San Patricio,MX,2020-04-19 20:00:57,19.22,-104.7,78.8,69,5,17.22,clear sky,0.0,0.0
338,Lebu,CL,2020-04-19 20:00:57,-37.62,-73.65,58.77,67,100,10.25,overcast clouds,0.0,0.0
339,Homer,US,2020-04-19 20:00:58,59.64,-151.55,48.2,70,90,6.93,overcast clouds,0.0,0.0
340,Norwich,GB,2020-04-19 20:00:15,52.63,1.3,46.4,75,0,10.29,clear sky,0.0,0.0
341,Berlevag,NO,2020-04-19 20:00:58,70.86,29.09,35.6,93,75,24.16,shower rain,0.0,0.0
342,East Stroudsburg,US,2020-04-19 20:00:58,41.0,-75.18,59.0,42,89,13.53,overcast clouds,0.0,0.0
343,Miyako,JP,2020-04-19 20:00:58,39.64,141.95,46.72,90,100,8.9,light rain,0.32,0.0
344,Northam,GB,2020-04-19 20:00:58,51.03,-4.22,55.99,67,90,1.01,overcast clouds,0.0,0.0
345,Zhigansk,RU,2020-04-19 20:00:59,66.77,123.37,12.25,93,98,8.99,overcast clouds,0.0,0.0
346,Leshukonskoye,RU,2020-04-19 20:00:59,64.9,45.76,31.96,97,100,4.23,light snow,0.0,0.53
347,Aberdeen,GB,2020-04-19 20:00:59,57.14,-2.1,44.6,81,75,12.75,broken clouds,0.0,0.0
348,Mayna,RU,2020-04-19 20:00:59,54.11,47.62,39.07,68,100,4.45,overcast clouds,0.0,0.0
349,Wahiawa,US,2020-04-19 19:59:32,21.5,-158.02,78.8,73,40,5.82,scattered clouds,0.0,0.0
350,Rosarito,MX,2020-04-19 19:59:33,32.33,-117.03,62.01,72,90,8.05,overcast clouds,0.0,0.0
351,Pokrovo-Prigorodnoye,RU,2020-04-19 19:57:39,52.68,41.42,40.35,70,100,3.96,overcast clouds,0.0,0.0
352,Norman Wells,CA,2020-04-19 20:01:00,65.28,-126.83,26.6,68,90,14.99,overcast clouds,0.0,0.0
353,Sungairaya,ID,2020-04-19 20:01:00,0.7,108.9,77.97,82,100,2.28,light rain,0.17,0.0
354,Tilichiki,RU,2020-04-19 20:01:00,60.47,166.1,12.27,90,30,13.47,scattered clouds,0.0,0.0
355,Tignere,CM,2020-04-19 20:01:00,7.37,12.65,71.58,54,69,5.14,light rain,0.11,0.0
356,Thayetmyo,MM,2020-04-19 20:01:00,19.32,95.18,74.66,72,5,1.39,clear sky,0.0,0.0
357,Batemans Bay,AU,2020-04-19 20:01:00,-35.72,150.18,55.99,100,100,7.05,overcast clouds,0.0,0.0
358,Kiunga,PG,2020-04-19 20:01:00,-6.12,141.29,74.79,97,99,0.38,moderate rain,4.19,0.0
359,Kingston,JM,2020-04-19 20:01:01,18.0,-76.79,86.0,74,40,18.34,scattered clouds,0.0,0.0
360,Claremore,US,2020-04-19 20:01:01,36.31,-95.62,69.01,42,90,13.87,overcast clouds,0.0,0.0
361,Bograd,RU,2020-04-19 20:01:01,54.23,90.83,42.8,41,1,8.95,clear sky,0.0,0.0
362,Semey,KZ,2020-04-19 19:56:24,50.41,80.23,53.17,48,62,4.14,broken clouds,0.0,0.0
363,Concordia,AR,2020-04-19 20:01:03,-31.39,-58.02,82.4,51,0,9.17,clear sky,0.0,0.0
364,Vostok,RU,2020-04-19 20:01:03,46.49,135.88,34.68,64,100,4.03,overcast clouds,0.0,0.0
365,Fuling,CN,2020-04-19 20:01:03,29.7,107.39,64.8,80,100,2.82,moderate rain,4.91,0.0
366,Gilbues,BR,2020-04-19 20:01:03,-9.83,-45.34,77.22,71,18,5.61,light rain,0.11,0.0
367,Ekhabi,RU,2020-04-19 20:01:03,53.51,142.97,28.98,98,100,12.15,light snow,0.0,1.27
368,Alofi,NU,2020-04-19 19:57:33,-19.06,-169.92,78.8,94,61,4.7,broken clouds,0.0,0.0
369,Ponta Do Sol,PT,2020-04-19 20:00:33,32.67,-17.1,61.0,54,26,18.01,scattered clouds,0.0,0.0
370,Namuac,PH,2020-04-19 20:01:04,18.61,121.17,78.01,83,86,5.03,overcast clouds,0.0,0.0
371,Roros,NO,2020-04-19 20:01:04,62.57,11.38,35.6,73,99,3.36,overcast clouds,0.0,0.0
372,Zhezkazgan,KZ,2020-04-19 20:01:04,47.8,67.71,60.24,32,98,7.45,overcast clouds,0.0,0.0
373,Dakoro,NE,2020-04-19 20:01:04,14.51,6.76,82.13,12,0,3.67,clear sky,0.0,0.0
374,Iqaluit,CA,2020-04-19 20:01:04,63.75,-68.51,5.0,65,5,3.36,clear sky,0.0,0.0
375,Cravo Norte,CO,2020-04-19 20:01:04,6.3,-70.2,89.37,50,94,2.53,light rain,0.12,0.0
376,Smithers,CA,2020-04-19 20:00:10,54.78,-127.17,55.4,47,5,6.93,clear sky,0.0,0.0
377,Le Moule,GP,2020-04-19 20:01:05,16.33,-61.35,84.2,66,75,12.75,broken clouds,0.0,0.0
378,Aykhal,RU,2020-04-19 20:01:05,66.0,111.5,19.4,44,0,4.47,clear sky,0.0,0.0
379,Tambun,ID,2020-04-19 20:01:05,-6.26,107.07,82.99,83,20,3.36,haze,0.0,0.0
380,Tapejara,BR,2020-04-19 20:01:05,-28.07,-52.01,62.08,55,0,1.05,clear sky,0.0,0.0
381,Dwarka,IN,2020-04-19 20:01:06,22.24,68.97,80.51,81,8,11.56,clear sky,0.0,0.0
382,Limbe,CM,2020-04-19 20:01:06,4.02,9.21,84.2,79,40,2.24,scattered clouds,0.0,0.0
383,Sao Raimundo Nonato,BR,2020-04-19 20:01:06,-9.02,-42.7,77.04,75,49,3.67,light rain,0.55,0.0
384,Ormara,PK,2020-04-19 20:01:06,25.21,64.64,77.95,85,83,12.39,broken clouds,0.0,0.0
385,Nacala,MZ,2020-04-19 20:01:06,-14.54,40.67,76.14,85,32,11.9,scattered clouds,0.0,0.0
386,Birao,CF,2020-04-19 20:01:07,10.28,22.79,84.25,12,36,1.92,scattered clouds,0.0,0.0
387,Iquique,CL,2020-04-19 20:01:07,-20.22,-70.14,71.6,56,15,16.11,few clouds,0.0,0.0
388,Sherman,US,2020-04-19 20:00:05,33.64,-96.61,66.99,88,90,5.82,overcast clouds,0.0,0.0
389,Tafresh,IR,2020-04-19 20:01:07,34.69,50.01,53.49,37,31,2.21,light rain,0.15,0.0
390,Davila,PH,2020-04-19 20:01:07,18.47,120.58,79.97,79,92,4.83,overcast clouds,0.0,0.0
391,Atambua,ID,2020-04-19 20:01:07,-9.11,124.89,73.0,73,21,3.29,few clouds,0.0,0.0
392,Marsa Matruh,EG,2020-04-19 19:57:13,31.35,27.25,59.0,72,0,4.14,clear sky,0.0,0.0
393,Honiara,SB,2020-04-19 20:01:09,-9.43,159.95,75.2,94,20,3.36,few clouds,0.0,0.0
394,Pisco,PE,2020-04-19 20:01:09,-13.7,-76.22,75.99,69,0,12.75,clear sky,0.0,0.0
395,Taltal,CL,2020-04-19 20:01:09,-25.4,-70.48,68.9,61,0,4.23,clear sky,0.0,0.0
396,Rumoi,JP,2020-04-19 20:01:09,43.93,141.64,41.34,64,100,13.98,overcast clouds,0.0,0.0
397,Opuwo,NA,2020-04-19 20:01:10,-18.06,13.84,70.47,48,12,7.74,light rain,1.07,0.0
398,Renqiu,CN,2020-04-19 20:01:10,38.7,116.09,49.17,43,0,6.4,clear sky,0.0,0.0
399,Kushalgarh,IN,2020-04-19 20:01:10,23.2,74.45,80.38,25,100,5.73,overcast clouds,0.0,0.0
400,Sandnessjoen,NO,2020-04-19 20:01:10,66.02,12.63,41.0,93,75,6.93,broken clouds,0.0,0.0
401,Bairiki,KI,2020-04-19 20:01:10,1.33,172.98,78.8,94,40,3.36,shower rain,0.0,0.0
402,Camacha,PT,2020-04-19 20:01:11,33.08,-16.33,64.4,72,40,6.93,scattered clouds,0.0,0.0
403,Ahipara,NZ,2020-04-19 20:01:11,-35.17,173.17,61.97,88,100,7.4,light rain,0.29,0.0
404,Quatre Cocos,MU,2020-04-19 20:01:11,-20.21,57.76,77.0,78,40,10.29,scattered clouds,0.0,0.0
405,Mariental,NA,2020-04-19 20:01:11,-24.63,17.97,78.15,26,32,10.45,scattered clouds,0.0,0.0
406,Coihaique,CL,2020-04-19 19:57:51,-45.58,-72.07,44.6,81,90,4.7,light rain,0.0,0.0
407,Sao Joao Da Barra,BR,2020-04-19 19:56:54,-21.64,-41.05,78.8,61,75,11.41,broken clouds,0.0,0.0
408,Paita,PE,2020-04-19 19:56:41,-5.09,-81.11,79.77,59,1,15.7,clear sky,0.0,0.0
409,Soyo,AO,2020-04-19 20:01:12,-6.13,12.37,80.42,82,93,3.02,overcast clouds,0.0,0.0
410,College,US,2020-04-19 20:01:12,64.86,-147.8,45.0,86,90,2.73,light rain,0.0,0.0
411,Bhuj,IN,2020-04-19 19:56:56,23.27,69.67,79.45,69,89,13.31,overcast clouds,0.0,0.0
412,Juneau,US,2020-04-19 20:01:13,58.3,-134.42,51.8,57,40,6.93,scattered clouds,0.0,0.0
413,Ridgecrest,US,2020-04-19 20:00:27,35.62,-117.67,72.0,39,1,9.57,clear sky,0.0,0.0
414,Saint-Michel-Des-Saints,CA,2020-04-19 20:01:14,46.68,-73.92,39.99,8,100,2.73,light rain,0.68,0.0
415,Kabinda,CD,2020-04-19 20:01:14,-6.13,24.48,68.83,77,95,2.08,moderate rain,3.11,0.0
416,Port Blair,IN,2020-04-19 20:01:16,11.67,92.75,83.35,76,6,4.81,clear sky,0.0,0.0
417,Jaen,ES,2020-04-19 20:01:16,38.0,-3.5,59.0,69,62,4.0,light rain,1.06,0.0
418,Mountain Home,US,2020-04-19 20:01:16,43.13,-115.69,62.6,29,1,17.22,clear sky,0.0,0.0
419,Presidencia Roque Saenz Pena,AR,2020-04-19 20:01:16,-26.79,-60.44,79.93,39,0,3.87,clear sky,0.0,0.0
420,Ibra,OM,2020-04-19 20:01:16,22.69,58.53,81.41,33,1,2.53,clear sky,0.0,0.0
421,Stony Mountain,CA,2020-04-19 20:01:16,50.09,-97.22,45.0,41,75,24.16,broken clouds,0.0,0.0
422,Ossora,RU,2020-04-19 20:01:16,59.24,163.07,18.68,90,99,11.27,overcast clouds,0.0,0.0
423,Saint-Georges,GD,2020-04-19 19:56:31,12.06,-61.75,86.0,66,20,19.46,few clouds,0.0,0.0
424,Okhotsk,RU,2020-04-19 20:01:17,59.38,143.3,9.1,84,5,11.59,clear sky,0.0,0.0
425,Windhoek,NA,2020-04-19 20:01:17,-22.56,17.08,70.0,64,89,6.93,overcast clouds,0.0,0.0
426,Aleksandrov Gay,RU,2020-04-19 20:01:17,50.15,48.57,46.51,56,100,6.89,overcast clouds,0.0,0.0
427,Bonavista,CA,2020-04-19 20:01:17,48.65,-53.11,31.3,98,100,38.56,snow,0.0,2.33
428,Bathsheba,BB,2020-04-19 19:56:39,13.22,-59.52,86.0,58,20,20.8,few clouds,0.0,0.0
429,Bose,IT,2020-04-19 20:01:17,45.46,8.01,59.0,93,100,2.73,light rain,0.79,0.0
430,Gat,IL,2020-04-19 19:57:33,31.61,34.76,69.01,16,1,11.36,clear sky,0.0,0.0
431,Chicama,PE,2020-04-19 20:01:18,-7.84,-79.15,73.4,73,19,10.29,few clouds,0.0,0.0
432,Mnogovershinnyy,RU,2020-04-19 20:00:51,53.94,139.92,19.83,95,100,8.46,light snow,0.0,1.11
433,Sijunjung,ID,2020-04-19 20:01:18,-0.69,100.95,73.29,81,54,0.89,light rain,0.16,0.0
434,Yerbogachen,RU,2020-04-19 20:01:18,61.28,108.01,14.92,92,0,2.64,clear sky,0.0,0.0
435,Melfi,IT,2020-04-19 20:01:19,41.0,15.65,60.8,87,75,4.7,broken clouds,0.0,0.0
436,Hirara,JP,2020-04-19 20:01:19,24.8,125.28,75.81,87,63,9.51,moderate rain,4.78,0.0
437,Korla,CN,2020-04-19 20:01:19,41.76,86.15,61.0,43,100,6.4,overcast clouds,0.0,0.0
438,Acajutla,SV,2020-04-19 20:01:19,13.59,-89.83,82.99,76,11,4.0,few clouds,0.0,0.0
439,Beloha,MG,2020-04-19 20:01:19,-25.17,45.05,72.59,72,0,19.28,clear sky,0.0,0.0
440,Mount Isa,AU,2020-04-19 20:01:19,-20.73,139.5,59.0,51,68,8.23,broken clouds,0.0,0.0
441,Tura,IN,2020-04-19 20:01:19,25.52,90.22,70.16,81,16,4.16,light rain,0.25,0.0
442,Beidao,CN,2020-04-19 20:01:19,34.57,105.89,53.53,32,95,5.64,overcast clouds,0.0,0.0
443,Puerto Ayacucho,VE,2020-04-19 20:01:20,5.66,-67.62,80.6,78,40,6.93,shower rain,0.0,0.0
444,Flinders,AU,2020-04-19 19:59:17,-34.58,150.86,55.99,93,100,1.01,overcast clouds,0.0,0.0
445,Chardara,KZ,2020-04-19 20:01:20,41.25,67.97,61.25,45,0,2.89,clear sky,0.0,0.0
446,Sambava,MG,2020-04-19 20:01:20,-14.27,50.17,74.35,89,29,7.58,light rain,0.85,0.0
447,Salama,HN,2020-04-19 20:01:20,14.83,-86.58,95.13,15,0,6.22,clear sky,0.0,0.0
448,Richards Bay,ZA,2020-04-19 20:01:20,-28.78,32.04,69.13,77,0,9.6,clear sky,0.0,0.0
449,Katangli,RU,2020-04-19 20:01:21,51.71,143.23,34.14,87,100,5.91,overcast clouds,0.0,0.0
450,Buraydah,SA,2020-04-19 20:01:21,26.33,43.98,77.0,47,40,12.75,scattered clouds,0.0,0.0
451,Paray-Le-Monial,FR,2020-04-19 20:01:21,46.45,4.12,59.0,82,100,3.11,light rain,0.0,0.0
452,Santiago Del Estero,AR,2020-04-19 20:01:21,-27.8,-64.26,83.46,37,0,7.7,clear sky,0.0,0.0
453,Angoche,MZ,2020-04-19 20:01:22,-16.23,39.91,75.38,87,20,8.52,few clouds,0.0,0.0
454,Paoua,CF,2020-04-19 20:01:22,7.24,16.44,77.81,56,86,8.77,overcast clouds,0.0,0.0
455,San Policarpo,PH,2020-04-19 20:01:22,12.18,125.51,81.63,84,90,14.05,light rain,0.12,0.0
456,Nemuro,JP,2020-04-19 20:01:23,43.32,145.57,37.99,83,91,12.33,overcast clouds,0.0,0.0
457,Atbasar,KZ,2020-04-19 20:01:24,51.8,68.33,51.71,66,79,0.92,broken clouds,0.0,0.0
458,Asau,RO,2020-04-19 20:01:24,46.43,26.4,48.2,93,75,5.82,light rain,0.0,0.0
459,Poum,NC,2020-04-19 20:01:24,-20.23,164.02,80.04,78,99,11.25,light rain,1.77,0.0
460,Tungor,RU,2020-04-19 20:01:24,53.38,142.96,29.35,98,100,12.46,light snow,0.0,0.44
461,Verkh-Usugli,RU,2020-04-19 19:57:13,52.7,115.17,14.81,73,97,7.45,overcast clouds,0.0,0.0
462,Bratsk,RU,2020-04-19 20:01:25,56.13,101.61,23.0,41,0,4.47,clear sky,0.0,0.0
463,Serra Branca,BR,2020-04-19 20:01:25,-6.53,-38.27,76.77,65,60,2.64,broken clouds,0.0,0.0
464,Sakaiminato,JP,2020-04-19 20:01:26,35.55,133.23,55.4,87,75,2.24,light intensity shower rain,0.0,0.0
465,Ciudad Guayana,VE,2020-04-19 19:59:26,8.35,-62.65,90.79,39,95,5.99,overcast clouds,0.0,0.0
