City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
300,Mount Gambier,AU,2020-04-19 17:00:32,-37.83,140.77,57.2,82,90,17.22
301,Progreso,MX,2020-04-19 17:00:32,21.28,-89.67,95.0,52,90,16.11
302,Diffa,NE,2020-04-19 17:00:33,13.32,12.61,89.08,11,40,6.38
303,Myitkyina,MM,2020-04-19 17:00:33,25.38,97.4,72.37,67,53,3.29
304,Saucillo,MX,2020-04-19 17:00:33,28.02,-105.28,77.86,11,41,12.57
305,Manaus,BR,2020-04-19 16:56:42,-3.1,-60.02,84.2,74,75,6.93
306,Skibbereen,IE,2020-04-19 17:00:33,51.55,-9.27,50.0,93,75,12.75
307,Hay River,CA,2020-04-19 17:00:22,60.82,-115.8,28.4,74,90,4.7
308,Jasper,US,2020-04-19 17:00:34,37.2,-94.35,62.01,77,1,8.14
309,Vila Velha,BR,2020-04-19 16:56:09,-20.33,-40.29,80.6,57,20,17.22
310,Coquimbo,CL,2020-04-19 17:00:34,-29.95,-71.34,59.0,87,75,13.87
311,Bontang,ID,2020-04-19 17:00:34,0.13,117.5,75.96,85,100,4.09
312,Inhambane,MZ,2020-04-19 17:00:34,-23.86,35.38,77.0,65,20,6.93
313,Praia Da Vitoria,PT,2020-04-19 17:00:35,38.73,-27.07,64.4,63,20,29.64
314,Piacabucu,BR,2020-04-19 17:00:35,-10.41,-36.43,84.11,69,28,10.83
315,Sayyan,YE,2020-04-19 17:00:35,15.17,44.32,61.65,33,100,3.13
316,Kaele,CM,2020-04-19 17:00:35,10.11,14.45,105.8,11,52,3.36
317,Yanam,IN,2020-04-19 17:00:35,16.73,82.22,79.81,73,81,2.84
318,Wajir,KE,2020-04-19 17:00:36,1.75,40.06,87.8,58,75,6.8
319,Provideniya,RU,2020-04-19 17:00:36,64.38,-173.3,18.32,94,98,15.28
320,Kalmunai,LK,2020-04-19 17:00:36,7.42,81.82,82.74,78,81,5.01
321,Guerrero Negro,MX,2020-04-19 17:00:36,27.98,-114.06,65.89,60,63,15.1
322,Cabo San Lucas,MX,2020-04-19 17:00:00,22.89,-109.91,75.0,82,5,3.36
323,Prieska,ZA,2020-04-19 17:00:36,-29.66,22.75,79.79,22,23,9.24
324,Santa Rosa,PH,2020-04-19 17:00:37,14.31,121.11,84.2,66,20,8.05
325,Urubicha,BO,2020-04-19 17:00:37,-15.38,-62.95,87.87,45,41,0.34
326,Klaksvik,FO,2020-04-19 17:00:37,62.23,-6.59,48.2,76,0,11.41
327,Moose Factory,CA,2020-04-19 17:00:37,51.26,-80.61,8.6,60,40,9.17
328,Samarai,PG,2020-04-19 17:00:37,-10.62,150.67,79.99,82,8,4.43
329,Gbarnga,LR,2020-04-19 17:00:37,7.0,-9.47,79.41,81,100,3.0
330,Tanabe,JP,2020-04-19 17:00:39,33.73,135.37,55.99,92,100,26.28
331,Hirara,JP,2020-04-19 17:00:39,24.8,125.28,75.16,90,59,17.69
332,Pasni,PK,2020-04-19 17:00:39,25.26,63.47,79.75,76,64,11.3
333,Mehamn,NO,2020-04-19 17:00:39,71.04,27.85,41.0,86,90,16.11
334,Wuda,CN,2020-04-19 17:00:39,39.5,106.71,41.22,32,12,5.03
335,Moerai,PF,2020-04-19 17:00:40,-22.43,-151.33,78.19,81,1,16.37
336,Gebre Guracha,ET,2020-04-19 17:00:40,9.8,38.4,62.06,29,72,1.74
337,Balkhash,KZ,2020-04-19 17:00:40,46.84,74.98,59.07,31,0,5.79
338,Toora-Khem,RU,2020-04-19 17:00:40,52.47,96.11,32.99,55,0,2.01
339,Hokitika,NZ,2020-04-19 17:00:40,-42.72,170.97,49.95,75,77,3.47
340,Stephenville,US,2020-04-19 17:00:40,32.22,-98.2,77.0,69,75,11.41
341,Ayolas,PY,2020-04-19 17:00:40,-27.4,-56.9,86.22,32,0,3.27
342,Nouakchott,MR,2020-04-19 16:59:58,18.09,-15.98,78.8,50,0,23.04
343,Gien,FR,2020-04-19 17:00:05,47.69,2.63,68.0,58,100,4.0
344,Pochutla,MX,2020-04-19 17:00:41,15.74,-96.47,91.99,46,5,17.22
345,Benguela,AO,2020-04-19 17:00:41,-12.58,13.41,79.68,82,39,1.81
346,Zhigansk,RU,2020-04-19 17:00:41,66.77,123.37,12.16,94,76,9.31
347,Iskateley,RU,2020-04-19 17:00:42,67.68,53.15,31.33,98,100,2.28
348,San Patricio,MX,2020-04-19 16:59:43,19.22,-104.7,80.6,65,5,5.82
349,Dunedin,NZ,2020-04-19 16:58:41,-45.87,170.5,50.0,46,33,3.0
350,Peniche,PT,2020-04-19 17:00:42,39.36,-9.38,63.0,74,7,8.01
351,Meulaboh,ID,2020-04-19 17:00:42,4.14,96.13,80.02,82,90,3.65
352,Homer,US,2020-04-19 17:00:42,59.64,-151.55,44.01,93,90,4.7
353,Presidencia Roque Saenz Pena,AR,2020-04-19 17:00:42,-26.79,-60.44,87.55,25,0,4.27
354,Bilibino,RU,2020-04-19 17:00:43,68.05,166.44,-3.08,77,99,0.81
355,Comodoro Rivadavia,AR,2020-04-19 17:00:01,-45.87,-67.5,60.8,36,1,25.28
356,Lewistown,US,2020-04-19 17:00:43,40.6,-77.57,59.0,50,75,10.27
357,Tura,IN,2020-04-19 17:00:43,25.52,90.22,71.31,81,21,5.06
358,Eggenstein-Leopoldshafen,DE,2020-04-19 17:00:43,49.1,8.39,68.0,51,9,11.77
359,Tonj,SS,2020-04-19 17:00:43,7.27,28.68,88.86,19,92,2.95
360,Sioux Lookout,CA,2020-04-19 17:00:43,50.1,-91.92,24.8,38,20,11.41
361,Mezhdurechensk,RU,2020-04-19 17:00:44,53.69,88.06,43.25,58,0,3.09
362,Los Llanos De Aridane,ES,2020-04-19 16:55:50,28.66,-17.92,69.8,64,20,16.11
363,Puerto Ayacucho,VE,2020-04-19 17:00:44,5.66,-67.62,82.4,69,40,9.17
364,Port Shepstone,ZA,2020-04-19 17:00:44,-30.74,30.45,70.61,81,0,18.79
365,Bonthe,SL,2020-04-19 17:00:44,7.53,-12.51,83.39,70,99,10.47
366,Basco,PH,2020-04-19 17:00:44,20.45,121.97,80.2,90,66,14.41
367,Pangkalanbuun,ID,2020-04-19 17:00:45,-2.68,111.62,75.43,90,36,2.13
368,Ancud,CL,2020-04-19 17:00:45,-41.87,-73.82,53.6,87,75,12.75
369,Manokwari,ID,2020-04-19 17:00:45,-0.87,134.08,81.19,70,5,4.74
370,Kiunga,PG,2020-04-19 17:00:45,-6.12,141.29,74.07,97,98,0.34
371,Ayna,PE,2020-04-19 17:00:45,-12.65,-73.92,68.0,37,20,3.36
372,Pokaran,IN,2020-04-19 17:00:45,26.92,71.92,85.86,28,73,5.61
373,Dakar,SN,2020-04-19 16:58:10,14.69,-17.44,80.6,73,7,24.16
374,Hofn,IS,2020-04-19 17:00:46,64.25,-15.21,46.4,81,90,6.93
375,Khandyga,RU,2020-04-19 17:00:46,62.67,135.6,-2.49,87,0,3.56
376,Ambulu,ID,2020-04-19 17:00:46,-8.35,113.61,78.82,78,100,4.12
377,Neyshabur,IR,2020-04-19 17:00:46,36.21,58.8,60.28,32,38,7.27
378,Ossora,RU,2020-04-19 17:00:46,59.24,163.07,17.26,91,99,12.17
379,Abu Samrah,SY,2020-04-19 17:00:47,35.3,37.18,71.51,36,60,5.32
380,Itacare,BR,2020-04-19 16:58:27,-14.28,-39.0,79.77,81,95,14.41
381,Katherine,AU,2020-04-19 17:00:47,-14.47,132.27,73.4,73,14,4.7
382,Concepcion,CL,2020-04-19 17:00:47,-36.83,-73.05,64.4,63,97,5.82
383,Valparaiso,CL,2020-04-19 17:00:47,-33.04,-71.63,73.4,64,1,4.7
384,Port Elizabeth,ZA,2020-04-19 17:00:47,-33.92,25.57,73.4,69,2,4.7
385,Plettenberg Bay,ZA,2020-04-19 17:00:49,-34.05,23.37,69.1,56,81,4.59
386,Yuanping,CN,2020-04-19 17:00:49,38.72,112.76,43.05,37,0,11.95
387,Saint-Louis,SN,2020-04-19 17:00:49,16.33,-15.0,96.8,19,0,2.24
388,Sola,VU,2020-04-19 17:00:49,-13.88,167.55,82.51,74,96,4.79
389,Kruisfontein,ZA,2020-04-19 17:00:49,-34.0,24.73,75.02,40,31,8.19
390,Villa Carlos Paz,AR,2020-04-19 17:00:50,-31.42,-64.5,88.0,34,0,4.7
391,Edgewater,US,2020-04-19 16:59:10,28.99,-80.9,86.0,55,1,11.41
392,Zavetnoye,RU,2020-04-19 17:00:50,47.12,43.89,51.64,55,97,4.59
393,Emerald,AU,2020-04-19 17:00:50,-23.53,148.17,68.0,82,0,11.41
394,Viedma,AR,2020-04-19 17:00:50,-40.81,-63.0,71.6,26,68,8.81
395,Boende,CD,2020-04-19 17:00:50,-0.22,20.87,73.62,86,97,2.57
396,Diamond Harbour,IN,2020-04-19 17:00:51,22.19,88.18,82.4,94,20,6.93
397,Puerto Madryn,AR,2020-04-19 17:00:51,-42.77,-65.04,68.31,23,91,19.01
398,Orlik,RU,2020-04-19 17:00:51,52.52,99.83,24.1,62,7,3.2
399,Morro Bay,US,2020-04-19 17:00:51,35.37,-120.85,61.0,76,82,1.99
400,Aykhal,RU,2020-04-19 17:00:52,66.0,111.5,19.4,52,0,2.24
401,Arbagar,RU,2020-04-19 17:00:52,51.94,116.28,19.83,79,46,10.89
402,Waingapu,ID,2020-04-19 17:00:52,-9.66,120.26,78.12,79,81,3.24
403,Juneau,US,2020-04-19 17:00:52,58.3,-134.42,42.01,86,20,1.36
404,Nivala,FI,2020-04-19 17:00:53,63.92,24.97,39.0,77,40,5.99
405,Iquitos,PE,2020-04-19 17:00:53,-3.75,-73.25,82.4,74,75,2.24
406,Trollhattan,SE,2020-04-19 17:00:53,58.23,12.42,55.4,59,19,6.93
407,Leshukonskoye,RU,2020-04-19 17:00:53,64.9,45.76,31.26,98,100,3.33
408,Torbay,CA,2020-04-19 17:00:54,47.67,-52.73,32.0,92,90,24.16
409,Namatanai,PG,2020-04-19 17:00:54,-3.67,152.43,82.06,72,54,2.48
410,Zonguldak,TR,2020-04-19 17:00:54,41.25,31.83,55.36,56,44,3.22
411,Itarema,BR,2020-04-19 17:00:54,-2.92,-39.92,82.78,81,64,6.42
412,Rawdon,CA,2020-04-19 17:00:54,46.05,-73.72,41.0,8,100,1.99
413,Barra,BR,2020-04-19 17:00:54,-11.09,-43.14,81.09,60,85,3.13
414,Garissa,KE,2020-04-19 17:00:55,-0.45,39.64,78.21,67,99,15.97
415,Harper,LR,2020-04-19 17:00:55,4.38,-7.72,83.44,76,100,7.2
416,Anori,BR,2020-04-19 16:57:40,-3.77,-61.64,83.41,84,96,1.92
417,Yerbogachen,RU,2020-04-19 17:00:55,61.28,108.01,15.66,91,0,2.62
418,Cruzeiro Do Sul,BR,2020-04-19 17:00:55,-29.51,-51.99,84.0,39,0,5.99
419,Olafsvik,IS,2020-04-19 16:57:06,64.89,-23.71,43.11,95,100,14.32
420,Beyneu,KZ,2020-04-19 17:00:56,45.32,55.2,69.37,26,100,21.03
421,Praya,CV,2020-04-19 17:00:56,14.92,-23.51,80.6,51,20,20.8
422,Nouadhibou,MR,2020-04-19 17:00:56,20.93,-17.03,73.4,60,0,23.04
423,Lata,PT,2020-04-19 17:00:56,40.16,-8.33,63.0,69,9,8.01
424,Kahului,US,2020-04-19 17:00:56,20.89,-156.47,71.01,87,1,5.82
425,Mpongwe,ZM,2020-04-19 17:00:56,-13.51,28.16,62.74,60,22,5.08
426,Vilcun,CL,2020-04-19 17:00:57,-38.65,-72.23,62.6,72,40,5.82
427,Cockburn Town,TC,2020-04-19 16:57:21,21.46,-71.14,78.55,79,16,14.18
428,Miles City,US,2020-04-19 16:59:20,46.41,-105.84,46.99,80,90,9.17
429,Narsaq,GL,2020-04-19 17:00:57,60.92,-46.05,33.8,50,20,2.24
430,Santa Isabel Do Rio Negro,BR,2020-04-19 17:00:58,-0.41,-65.02,87.66,57,63,4.88
431,Armizonskoye,RU,2020-04-19 17:00:59,55.95,67.67,43.97,57,25,4.27
432,Camacha,PT,2020-04-19 17:00:59,33.08,-16.33,66.2,59,20,8.05
433,Isangel,VU,2020-04-19 17:00:57,-19.55,169.27,78.89,84,100,16.4
434,Obanazawa,JP,2020-04-19 17:00:59,38.6,140.4,46.18,77,100,7.9
435,Kloulklubed,PW,2020-04-19 17:00:59,7.04,134.26,78.8,94,75,3.36
436,Khasan,RU,2020-04-19 17:00:59,42.43,130.64,42.75,89,100,11.99
437,Centralia,US,2020-04-19 17:00:59,46.72,-122.95,52.0,87,90,3.36
438,Sampit,ID,2020-04-19 17:01:00,-2.53,112.95,75.07,91,56,1.16
439,Sarany,RU,2020-04-19 17:01:00,58.5,58.88,30.52,85,91,4.29
440,Ibra,OM,2020-04-19 17:01:00,22.69,58.53,84.78,29,37,12.03
441,Gao,ML,2020-04-19 17:01:00,16.64,1.64,96.48,10,29,4.38
442,Palmer,US,2020-04-19 16:58:22,42.16,-72.33,57.99,43,40,12.75
443,Sorland,NO,2020-04-19 17:01:00,67.67,12.69,42.8,87,75,13.87
444,Bam,IR,2020-04-19 17:01:00,29.11,58.36,72.57,29,100,4.74
445,Dawson Creek,CA,2020-04-19 17:01:01,55.77,-120.24,55.4,37,1,16.11
446,Saint-Philippe,RE,2020-04-19 17:01:01,-21.36,55.77,77.0,78,20,21.92
447,Williamsburg,US,2020-04-19 17:00:01,37.27,-76.71,66.99,45,1,8.05
448,Taoudenni,ML,2020-04-19 17:01:01,22.68,-3.98,86.83,14,1,15.84
449,Tigil,RU,2020-04-19 17:01:01,57.8,158.67,12.6,95,98,8.7
450,Idenao,CM,2020-04-19 17:01:02,4.25,9.0,84.2,83,40,12.75
451,Boralday,KZ,2020-04-19 17:01:02,43.36,76.86,53.6,54,20,4.47
452,Terney,RU,2020-04-19 17:01:02,45.05,136.61,37.92,83,100,2.17
453,Bitkine,TD,2020-04-19 17:01:02,11.98,18.21,88.86,10,24,7.0
454,Marfino,RU,2020-04-19 17:01:02,55.7,37.38,45.0,74,75,11.18
455,Alenquer,BR,2020-04-19 17:01:02,-1.94,-54.74,75.2,100,40,3.36
456,Banos,EC,2020-04-19 17:01:03,-1.4,-78.42,87.8,40,40,6.93
457,Opuwo,NA,2020-04-19 17:01:03,-18.06,13.84,77.0,36,46,8.21
458,Antiguo Morelos,MX,2020-04-19 17:01:03,22.55,-99.08,91.99,52,54,5.99
459,Bergen,NO,2020-04-19 17:01:03,60.39,5.33,53.6,64,0,10.29
460,Lulea,SE,2020-04-19 17:01:03,65.58,22.15,50.0,53,35,8.05
461,Reidsville,US,2020-04-19 16:59:41,36.35,-79.66,57.99,41,1,9.8
462,Buala,SB,2020-04-19 17:01:03,-8.14,159.59,80.62,79,63,1.63
463,Makat,KZ,2020-04-19 17:01:04,47.65,53.35,62.1,40,96,9.4
464,Coos Bay,US,2020-04-19 17:01:04,43.37,-124.22,62.01,76,1,3.36
465,Wonthaggi,AU,2020-04-19 17:01:04,-38.6,145.59,54.0,90,100,7.0
466,Soyo,AO,2020-04-19 17:01:04,-6.13,12.37,81.41,80,84,3.94
467,Yanai,JP,2020-04-19 17:01:04,33.97,132.12,55.4,93,90,5.82
468,Tateyama,JP,2020-04-19 17:01:05,34.98,139.87,51.01,75,100,1.01
469,Vostok,RU,2020-04-19 17:01:05,46.49,135.88,33.44,67,100,4.41
470,Rio Do Sul,BR,2020-04-19 16:58:35,-27.21,-49.64,73.99,72,63,2.59
471,Rudbar,AF,2020-04-19 16:59:37,30.15,62.6,75.04,33,24,5.41
472,Owando,CG,2020-04-19 17:01:05,-0.48,15.9,75.56,81,96,1.34
473,Huescar,ES,2020-04-19 17:01:06,37.81,-2.54,61.0,63,92,1.01
474,Emba,KZ,2020-04-19 17:01:06,48.83,58.14,56.07,60,100,11.23
475,Kodinsk,RU,2020-04-19 17:01:06,58.69,99.18,24.08,92,0,2.98
476,Grindavik,IS,2020-04-19 17:01:06,63.84,-22.43,48.2,100,90,24.16
477,Tashtagol,RU,2020-04-19 17:01:06,52.77,87.89,43.11,59,0,2.73
478,Dwarka,IN,2020-04-19 17:01:06,22.24,68.97,80.62,83,5,11.99
479,Bom Jesus Da Lapa,BR,2020-04-19 17:01:06,-13.26,-43.42,81.77,63,76,6.91
480,Basoko,CD,2020-04-19 17:01:07,1.24,23.62,73.56,84,78,2.39
481,Constitucion,CL,2020-04-19 17:00:54,-35.33,-72.42,68.11,41,57,17.36
482,Kudahuvadhoo,MV,2020-04-19 17:01:07,2.67,72.89,85.21,71,4,11.77
483,Ambatondrazaka,MG,2020-04-19 17:01:07,-17.83,48.42,66.36,65,59,8.28
484,Abnub,EG,2020-04-19 17:01:07,27.27,31.15,80.6,42,0,9.17
485,Baherden,TM,2020-04-19 17:01:07,38.44,57.43,73.24,26,4,5.88
486,Majene,ID,2020-04-19 17:01:08,-3.54,118.97,77.2,84,90,3.96
487,Walvis Bay,NA,2020-04-19 17:01:08,-22.96,14.51,66.2,68,1,9.17
488,Husavik,IS,2020-04-19 16:57:06,66.04,-17.34,50.0,66,75,23.04
489,Grand Gaube,MU,2020-04-19 17:01:08,-20.01,57.66,77.0,73,40,12.75
490,The Valley,AI,2020-04-19 17:01:09,18.22,-63.06,84.2,66,40,9.17
491,Solnechnyy,RU,2020-04-19 17:01:09,50.72,136.63,36.54,72,100,2.35
492,Hermiston,US,2020-04-19 16:59:19,45.84,-119.29,57.99,50,1,12.75
493,Vao,NC,2020-04-19 17:01:09,-22.67,167.48,76.24,76,96,20.8
494,Pevek,RU,2020-04-19 17:01:09,69.7,170.31,4.23,94,100,5.55
495,Nanlong,CN,2020-04-19 17:01:09,31.35,106.06,63.1,66,100,4.81
496,Zyryanka,RU,2020-04-19 17:01:10,65.75,150.85,-7.58,86,24,8.05
497,Klaeng,TH,2020-04-19 17:01:10,12.78,101.65,86.0,86,11,3.96
498,San Luis,AR,2020-04-19 17:01:10,-33.3,-66.34,79.81,26,0,5.57
499,Zubtsov,RU,2020-04-19 17:01:10,56.18,34.59,36.63,77,71,6.6
500,Kamenka,RU,2020-04-19 17:01:10,51.32,42.77,46.99,51,90,3.8
501,Jacareacanga,BR,2020-04-19 17:01:10,-6.22,-57.75,76.73,86,100,1.88
502,Ravar,IR,2020-04-19 17:01:10,31.27,56.81,66.65,35,80,0.51
503,Kobyzhcha,UA,2020-04-19 17:01:11,50.83,31.5,48.2,34,89,4.47
504,Nador,MA,2020-04-19 17:01:11,35.17,-2.93,68.0,60,56,20.8
505,Saint-Georges,GD,2020-04-19 17:01:11,12.06,-61.75,86.0,70,40,17.22
506,Seryshevo,RU,2020-04-19 17:01:11,51.09,128.38,27.5,91,100,13.67
507,Waren,DE,2020-04-19 17:01:11,53.52,12.68,54.0,31,0,14.99
508,Nioro,GM,2020-04-19 17:01:12,13.35,-15.75,99.72,17,30,7.87
509,Changping,CN,2020-04-19 17:01:12,40.22,116.22,61.0,34,1,26.84
510,El Cobre,CU,2020-04-19 17:01:12,20.05,-75.95,86.0,66,20,10.29
511,Huangcun,CN,2020-04-19 17:01:12,30.01,118.4,50.11,84,83,0.96
512,Riverton,US,2020-04-19 17:01:12,40.52,-111.94,57.0,62,40,17.22
513,Preobrazheniye,RU,2020-04-19 17:01:12,42.9,133.91,41.36,81,100,12.35
514,Poum,NC,2020-04-19 17:01:12,-20.23,164.02,79.3,80,70,11.95
515,Acapulco,MX,2020-04-19 17:01:13,16.86,-99.89,84.2,66,75,5.82
516,Biak,ID,2020-04-19 17:01:13,-0.91,122.88,80.46,72,7,3.02
517,Rafraf,TN,2020-04-19 17:01:13,37.19,10.18,75.2,60,40,9.17
518,Codrington,AU,2020-04-19 17:01:13,-38.27,141.97,61.27,66,100,20.0
519,Roma,US,2020-04-19 16:59:05,43.21,-75.46,57.2,41,1,11.41
520,Kota Bahru,MY,2020-04-19 17:01:13,6.13,102.24,84.2,83,20,4.7
521,Umm Lajj,SA,2020-04-19 17:01:14,25.02,37.27,77.14,44,0,4.61
522,Sudislavl,RU,2020-04-19 17:01:14,57.88,41.71,36.09,78,90,0.87
523,Marzuq,YE,2020-04-19 17:01:14,14.4,46.47,77.49,43,100,4.88
524,Kisaran,ID,2020-04-19 17:01:14,2.98,99.62,76.03,91,53,3.27
525,Mahon,ES,2020-04-19 17:01:14,39.89,4.27,62.6,93,75,10.29
526,Pingliang,CN,2020-04-19 17:01:14,35.54,106.69,49.23,30,88,9.71
527,Kozachi Laheri,UA,2020-04-19 17:01:14,46.7,32.98,54.0,74,100,1.01
528,Lukaya,UG,2020-04-19 17:01:15,-0.15,31.87,75.2,78,20,11.41
529,Talara,PE,2020-04-19 17:01:15,-4.58,-81.27,79.52,63,17,7.52
530,Biltine,TD,2020-04-19 17:01:15,14.53,20.92,87.44,10,100,8.3
531,Okhotsk,RU,2020-04-19 17:01:15,59.38,143.3,7.47,83,41,10.4
532,Tessalit,ML,2020-04-19 17:01:15,20.2,1.01,97.21,10,44,12.28
533,Matara,LK,2020-04-19 17:01:16,5.95,80.54,79.95,88,99,5.95
534,Maloy,NO,2020-04-19 17:01:16,61.94,5.11,53.6,46,0,5.82
535,Srednekolymsk,RU,2020-04-19 17:01:16,67.45,153.68,-8.01,89,5,6.96
536,Ballina,AU,2020-04-19 17:01:16,-28.87,153.57,63.0,67,0,8.16
537,Beringovskiy,RU,2020-04-19 17:01:16,63.05,179.32,16.25,96,100,15.46
538,Mitchell,US,2020-04-19 17:01:16,43.71,-98.03,45.0,45,90,6.93
539,Hasaki,JP,2020-04-19 17:01:17,35.73,140.83,48.2,93,75,11.41
540,Andradina,BR,2020-04-19 16:58:22,-20.9,-51.38,80.42,58,28,4.21
541,Cascais,PT,2020-04-19 17:01:17,38.7,-9.42,64.0,55,20,18.34
542,Talakan,RU,2020-04-19 17:01:17,50.32,130.37,38.71,77,100,6.17
543,Thinadhoo,MV,2020-04-19 17:01:18,0.53,72.93,85.08,76,72,12.17
544,Barabai,ID,2020-04-19 17:01:18,-2.58,115.38,74.37,92,81,1.92
545,Santa Maria Del Oro,MX,2020-04-19 17:01:18,25.93,-105.37,80.82,8,73,16.93
546,Mongar,BT,2020-04-19 17:01:18,27.27,91.24,53.44,49,75,3.22
547,Souillac,MU,2020-04-19 17:00:54,-20.52,57.52,77.0,73,40,12.75
548,Ostersund,SE,2020-04-19 17:00:08,63.18,14.64,42.8,70,61,14.99
549,Naze,JP,2020-04-19 17:01:18,28.37,129.48,71.6,94,98,13.87
550,Khash,IR,2020-04-19 17:01:19,28.22,61.22,67.86,31,95,3.83
551,Debre Tabor,ET,2020-04-19 17:01:19,11.85,38.02,65.44,14,99,7.07
552,Tucdao,PH,2020-04-19 17:01:19,11.7,124.47,78.87,86,100,7.0
553,Xinmin,CN,2020-04-19 17:01:19,41.99,122.83,55.0,81,90,6.71
554,Sobolevo,RU,2020-04-19 17:01:19,54.43,31.9,37.4,73,86,8.77
555,Havelock,US,2020-04-19 17:01:20,34.88,-76.9,73.4,49,75,16.11
556,Metro,ID,2020-04-19 17:01:20,-5.11,105.31,76.24,89,69,1.5
557,Ganganagar,IN,2020-04-19 17:01:20,29.92,73.88,81.95,29,37,6.26
558,Pangnirtung,CA,2020-04-19 17:01:20,66.15,-65.71,3.2,77,20,10.29
559,Paita,PE,2020-04-19 17:01:20,-5.09,-81.11,80.55,57,0,6.64
560,Isla Vista,US,2020-04-19 17:01:21,34.41,-119.86,64.0,72,20,3.36
561,Shelburne,CA,2020-04-19 17:01:21,44.08,-80.2,46.0,81,90,16.11
562,Lorengau,PG,2020-04-19 17:01:21,-2.02,147.27,82.11,78,30,5.06
563,Kathmandu,NP,2020-04-19 17:01:04,27.72,85.32,60.8,72,75,3.36
564,Yokadouma,CM,2020-04-19 17:01:21,3.52,15.05,73.78,77,98,2.42
565,Leh,IN,2020-04-19 16:58:48,34.17,77.58,34.48,17,49,3.38
566,Kolchugino,RU,2020-04-19 17:01:23,56.3,39.38,35.35,79,96,1.14
567,Santa Cruz De La Palma,ES,2020-04-19 17:01:23,28.68,-17.76,69.8,64,20,16.11
568,Yantal,RU,2020-04-19 17:01:23,56.85,105.25,17.37,91,19,4.03
569,Berdigestyakh,RU,2020-04-19 17:01:24,62.1,126.7,5.67,91,47,3.29
